,index,text,retweetCount,polarityScore,sentiment
4048,4049,Or to kuch nahi demonetization k baad sb line m lgna seekh gye,0,0,
4049,4050,"Fxwirepro: Indian Fiscal and Monetary Policy to Stabilize Inr &amp;#150 Hedging Perspectives

The demonetization in November 2016 temporarily...",0,0,
4050,4051,ATMs run out of cash in north coastal India as Demonetization pains continue https://t.co/fq4DeYoLSn #HeavyIndustries,0,0,
4051,4052,"https://t.co/lD84PoDRQS- Use Bitcoin, Steemit, &amp; Cryptocurrency to work around Youtube demonetization  Steemit https://t.co/pU8q7UlPhF",0,0,
4052,4053,Can you suggest some points for a debate on demonetization by the Indian Government? https://t.co/a5MRz06Wzg,0,0,
4053,4054,@BJP4India @narendramodi Modi ji I fully support Demonetization and Digitalization; but Horrible Hospitals only tak https://t.co/VmI7Zvr8KJ,0,-1,
4054,4055,https://t.co/7LEJMtxfzo. People are running after money and power at the cost of honesty.. Pity for future generations...,0,-2,
4055,4056,#forex Fxwirepro: Indian Fiscal and Monetary Policy to Stabilize Inr &amp;#150 Hedging Perspectives: The demonetization in #forexsignals,0,0,
4056,4057,"@mmazumdar2014 @Zakka_Jacob Be it #demonetization, border issue, foreign relations etc this may bring irrecoverable https://t.co/ptJGbclzXX",0,0,
4057,4058,Rajiv #Bajaj is a bad judge of politics &amp; business. He saw future of #scooters as bleak &amp; idea of #demonetization w https://t.co/MORvCMcW6v,0,-3,
4058,4059,#news #summary:  #impact of  #demonetization: improving  #indias  #services  #pmi https://t.co/edQtIa36BK,0,2,
4059,4060,Yeah after demonetization they switched to digital money https://t.co/rkU2VYvr3s,0,1,
4060,4061,@sumanthraman I'm not talking abt success or failure of demonetization here .AAP MLA news was rejected by BJP u cou https://t.co/PufszwBP8H,0,-1,
4061,4062,"CCA competitions schedule on 22-April-2017
Junior - English/ Hindi Paragraph Writing
Senior -English Debate  -Demonetization a Step in right",0,0,
4062,4063,@GabbbarSingh @DilliDurAst You supported Demonetization..Right? Hailed modi big time for it. You understand how man https://t.co/b4YfbyQLBt,0,5,
4063,4064,@sumanthraman sir you are loosing your objectivity when it comes to news abt BJP noticing it from demonetization. Hopefully u correct it,0,2,
4064,4065,"Anyone claiming to be hurt by YouTube's demonetization should post their revenue chart to back it up. For me, views https://t.co/3csImZxchT",0,-2,
4065,4066,Demonetization Is  A Biggest Scam of      2016-2017 https://t.co/MmbXrvmhll,0,-2,
4066,4067,@NATRAJSHETTY @DrBhava @TiwariLalmani @Swamy39 @sarkar_swati @Pria12Rao your assertion that corruption is a damn li https://t.co/ZjDqKBhe1O,0,-5,
4067,4068,The latest The Demonetization Daily! https://t.co/LAsD70xV3I Thanks to @ca5f4e73c9674ac @casolanki @CashaaLtd #india #bitcoin,0,2,
4068,4069,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest! https://t.co/jV53f6Rxo7 via @youtube,0,-3,
4069,4070,"I liked a @YouTube video https://t.co/QrmlK9bWC4 Future of YouTube: Demonetization, Advertiser Boycott &amp; 10,000 Views",0,0,
4070,4071,I liked a @YouTube video https://t.co/xeg0Q4SKIJ YouTube Demonetization is Completely F*cking Random,0,2,
4071,4072,"@narendramodi Respected Sir, after demonetization Don't you think this is the high time to bring back the black money from Swiss bank!!!!!!!",0,2,
4072,4073,Renewed cash crunch concerns in #India are overdone @OxfordEconomics #demonetization https://t.co/Vyi6eFHu06,0,0,
4073,4074,"How Modis Party Avoided the Fallout from Demonetization - Knowledge@Wharton
https://t.co/SCmqIAr8FW https://t.co/uNjG0Y4JfA",0,-1,
4074,4075,"First time in 29years, our Milkman asked for a check!
#demonetization <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>

@narendramodi... by #TarekFatah https://t.co/kXLTaYLYfm",0,0,
4075,4076,@Swamy39 @SD203 this article summarizes that the brain washing of Kashmiri youth is rampant and all effect of demonetization is over.,0,0,
4076,4077,7th pay commission is the outcome of demonetization . After demonetization man take black money. It is continue nobody can stop it.,0,-2,
4077,4078,"@_sickerthings On him, not anyone else. I haven't even seen him get hit hard by Demonetization like some small -act https://t.co/nlzIkHYwOP",0,1,
4078,4079,@MacLethal Rap about the demonetization of you tubers and how you hate @PrisonPlanet even though his relivency makes you money.,0,-3,
4079,4080,"#Demonetization
#BetterBharat 
Post demonetisation, 90 per cent Indians book holidays via plastic money https://t.co/OrZjXRIs7t",0,0,
4080,4081,"@Scoonman1962 Far from established as anything approaching ""FACT""
The concept of ""political capital"" is highly flui https://t.co/3bmnhCcGE2",0,0,
4081,4082,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civi... https://t.co/8cUDVNS5o0,0,-3,
4082,4083,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civi... https://t.co/Yduptg8AMs via @YouTube,0,-3,
4083,4084,"@Oddly_Art @TheHorrorGuru @YouTube If any type of content deserves Demonetization, it's this.",0,0,
4084,4085,ATMs run out of cash in north coastal India as Demonetization pains continue https://t.co/OiGBDrOLS9,0,0,
4085,4086,"I liked a @YouTube video https://t.co/XD6phdUOsh Future of YouTube: Demonetization, Advertiser Boycott &amp; 10,000 Views",0,0,
4086,4087,"Dear @evanspiegel,
India is so rich that Our Prime Minister<U+200B> Modi had to implement demonetization to find out who... https://t.co/2zku4Eg7bJ",0,4,
4087,4088,@SushmaSwaraj @PMOIndia @SushmaSwaraj @PMOIndia when can I get an update on this please? #demonetization,0,1,
4088,4089,I liked a @YouTube video https://t.co/sOMupPSD2Y India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest!,0,-1,
4089,4090,"""the western states. The demonetization of silver emptied camps and ruined miners who were previously doing well.James A. McKenna, a pioneer",0,-2,
4090,4091,Grassyknoll - India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest! https://t.co/Cebtrj3H6V,0,-3,
4091,4092,I liked a @YouTube video https://t.co/jeDZFvyzQq Demonetization 500 1000 notes ban | Ashish Chanchlani vines | Funny video 2017 |,0,4,
4092,4093,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest! https://t.co/dKok1CHR30 #WRH,0,-3,
4093,4094,"I liked a @YouTube video https://t.co/pV62JCX5cn Future of YouTube: Demonetization, Advertiser Boycott &amp; 10,000 Views",0,0,
4094,4095,@prashantbme @Athadu443 demonetization <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>,0,0,
4095,4096,Demonetization of Rs. 500 and Rs. 1000 currency notes https://t.co/H18bRZnDFu,0,0,
4096,4097,"@celeb_saurav of demonetization and to encourage cashless transactions. However, effecting from 1-Apr-17, 4.6% Service Charges are (2/3)",0,0,
4097,4098,@kamaalrkhan Like he predicted that Indian economy will go down by 2% after demonetization,0,2,
4098,4099,@Nishat1808 @SharlockHemz @SouleFacts @Abdulsaleemgad Which madarsa taught you that demonetization kills? I changed https://t.co/mNSdaTfqTm,0,-3,
4099,4100,"I liked a @YouTube video https://t.co/WmwLsemY3P Future of YouTube: Demonetization, Advertiser Boycott &amp; 10,000 Views",0,0,
4100,4101,@AnnieLowrey ask him to respond to the critique of India's demonetization sketched out in this short essay https://t.co/LYx3S6OozX,0,-2,
4101,4102,"@PayPal https://t.co/8Ysv5c0xhj

Check this post, paypal unproffesional customer service",0,0,
4102,4103,"@vijayshekhar I proposed paytm Labs they refused.I will go again.. ""Mr.Vijay! will your company be my demonetization?""CV sent at Paytm Labs",0,-2,
4103,4104,"The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship  The Phaser https://t.co/YnDMnzZQC0",0,-2,
4104,4105,@IronyOfIndia_ And Jawans still get humiliated. Sad but true. Demonetization done but pelting continues. Pak still https://t.co/URetowGCHT,0,-3,
4105,4106,@ndtv @arunjaitley you are not allowed to go anywhere before submitting the balance sheet&amp;report card of demonetiza https://t.co/JxMjqL6YDQ,0,0,
4106,4107,@SharlockHemz @IndiaVikas50 @SouleFacts @Abdulsaleemgad Yes 125 innocent lives were killed bcoz of a flop plan of M https://t.co/rpFMMf9XAs,0,-4,
4107,4108,"@Paytmcare  it's paytm fraud scheme to gain user's during demonetization, nice move @vijayshekhar clapped <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>",0,1,
4108,4109,"<ed><U+00A0><U+00BC><ed><U+00BE><U+0099><ed><U+00A0><U+00BC><ed><U+00BE><U+00A7> Today on my Podcast I'm talking about 
Why I'm not mad about YouTube Demonetization https://t.co/jQd6puzefx",0,-3,
4109,4110,@prasannavishy @TVMohandasPai @SwarajyaMag why is no one speaking about all those idiots who said demonetization has stopped the J&amp;K FIRE,0,-4,
4110,4111,@jacksfilms #YIAYhaiku demonetization,0,0,
4111,4112,"@CalypsoWaxed @Cernovich @PrisonPlanet I only saw him talk about age restrictions on his videos, not demonetization.",0,0,
4112,4113,"Future of YouTube: Demonetization, Advertiser Boycott &amp; 10,000 Views https://t.co/aDbfLCPEIl via @YouTube",0,-2,
4113,4114,I liked a @YouTube video https://t.co/g2ZGriSqRn India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest!,0,-1,
4114,4115,Instagram bringing new features like Demonetization.,0,2,
4115,4116,#StonePelting in J&amp;K: Either demonetization is a failure or Government's Kashmir Policy. @Devinder_Sharma @omthanvi,0,-2,
4116,4117,"@Dean_M_Esme @JeffHollandaise @memorie_holiday @MgtowAngry It's kinda why I plan on getting into the Youtube game, https://t.co/FXmmH4LF8A",0,0,
4117,4118,#Chidambaram &amp; Congress doormats behave like those people who deposited #BlackMoney in bank during #demonetization https://t.co/3sG3VoAsi8,0,2,
4118,4119,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest! (Video) https://t.co/KXhAvKPau7,0,-3,
4119,4120,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest! https://t.co/TpKWlL3IKm,0,-3,
4120,4121,The agony of tribal people : Demonetization https://t.co/Xz57zZ85aL,0,0,
4121,4122,The agony of tribal people : Demonetization - Daily News Channel https://t.co/FAGeequemO,0,0,
4122,4123,"I liked a @YouTube video https://t.co/JbV6gheyrp Future of YouTube: Demonetization, Advertiser Boycott &amp; 10,000 Views",0,0,
4123,4124,"@ndtv Never, she herself is behind all these. Demonetization caused her severe damage to the sarada money so she will try to make up.",0,-5,
4124,4125,"This video is to share the news about #DeMonetization of YouTube Videos, by YouTubes new Policy. Link of... https://t.co/RDkvXwphY6",0,1,
4125,4126,"I liked a @YouTube video https://t.co/StKhGfQ3wr Future of YouTube: Demonetization, Advertiser Boycott &amp; 10,000 Views",0,0,
4126,4127,#NarendraModi Sir Demonetization not working in gujarat as people not accepting cards payment.They want cash only # honest At rajkot chotila,0,1,
4127,4128,Whole country stood in line during #demonetization and you refused to exchange the hard earned money of POOR...so s https://t.co/G5R3lLXqmK,0,-5,
4128,4129,I liked a @YouTube video https://t.co/Z6uje16cez YouTube Demonetization Censorship AdsenseGate: Why TomoNews May Be Forced to Quit,0,1,
4129,4130,@narendramodi people are  awaiting for demonetization  fruits sir,0,0,
4130,4131,"I didn't post any selfies with 2000Rs note after #demonetization ... Will the society accept me? <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>
#<U+0915><U+094D><U+092F><U+093E>_<U+0938><U+092E><U+093E><U+091C>_<U+0938><U+094D><U+0935><U+0940><U+0915><U+093E><U+0930>_<U+0915><U+0930><U+0947><U+0917><U+093E>",0,1,
4131,4132,@sonunigam Hahaha.....gundagardi azaan jai....ppl being killed?? Ppl who died in lines during demonetization?? Wo k https://t.co/CriFBJtxle,0,-3,
4132,4133,#Bitcoin Booming in India Due to 'Underlying Benefits' - Not Demonetization #btc https://t.co/AvBbddZdcN,0,2,
4133,4134,I feel so bad for everyone who has been affected by this demonetization...,0,-4,
4134,4135,"@RubinReport @ConfessionsExMu did you put muslim or islam anywhere in the name or tag?
that's an auto demonetization.",0,0,
4135,4136,"@PRASHANTHHR @SreenivasanJain How difficult is it to declare Pakistan terror state. Demonetization possible, y not https://t.co/f1uSE0ruzc",0,-4,
4136,4137,"#AskToModi
Sir,
Ithink if banks raise un justified charges ppl wl favour cash trnxs in turn black money up ?
Demonetization wl be futile ?",0,0,
4137,4138,8th RT .. @YouTube get it together. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1> #unfair #unnecessary #demonetization #youtube #youtubetags #youtubers #wtf https://t.co/xgBwInTgDX,0,-6,
4138,4139,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest! https://t.co/ZEuPkuv5AA,0,-3,
4139,4140,"@narendramodi Hi Modi ji, I think ur feel very hi.
Still we are suffering with Demonetization and we are worry about ur GST.But u said that",0,-5,
4140,4141,#Demonetization evidence keeps coming in https://t.co/d5IWyMO98S,0,0,
4141,4142,Modi govt must pay for Demonetization disaster,0,-3,
4142,4143,More people curious about TYT's silence on demonetization story https://t.co/I4TCjs5KpO,0,1,
4143,4144,@SanjayAzadSln Talks a man who uses derogatory words to describe women &amp; mocks Indians when standing in queue on De https://t.co/nRPjnzIw6z,0,-2,
4144,4145,#DeMonetization Proved 2 Be Revolutionary Decision 4 #IndiaDefeatsBlackMoney #NewGujarat4NewIndia https://t.co/4Np4mPyqlT,0,0,
4145,4146,Gujarat has given 100% Support 2 #DeMonetization &amp; #CashlessEconomy #NewGujarat4NewIndia @narendramodi @mygovindia https://t.co/XoepTxeQxQ,0,2,
4146,4147,@NH_India Lakhs in Karnataka lost their economic stand after demonetization.. recovering with difficulty..,0,-3,
4147,4148,The Overall Impact of Demonetization on the Education System in India an article from Motilal Oswal Services https:/ https://t.co/S3it9Cmj43,0,0,
4148,4149,Unbelievable unity of Developers catering to Primary #RealEstate market welcoming THE changed scenario post https://t.co/Kq15ALHNAv,0,-1,
4149,4150,"@VasundharaBJP  at the time of  demonetization, 1 person take away jewellery of rs. 10 lakh, nd now 1/2 @narendramodi  @arjunrammeghwal",0,0,
4150,4151,"<ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship https://t.co/36TgYl7Y7z via @YouTube",0,-2,
4151,4152,Super annoying how fellow commoners aren't willing to help with change post #demonetization. Esp. when the auto wala makes faces. #India,0,3,
4152,4153,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civi... https://t.co/SrmEMU4Z9u via @YouTube,0,-3,
4153,4154,Early Lessons from Indias Demonetization Experiment on @harvardbiz https://t.co/mVsygbkzwe https://t.co/AQkVCRrpzP,0,0,
4154,4155,@AnupVittal prove demonetization right if u hv something,0,0,
4155,4156,"@AnupVittal u r tilting d matter. How can u justify demonetization, explain??????????????????????",0,1,
4156,4157,That's how people gathered in front of banks &amp; ATM during #demonetization https://t.co/WMx1oWpfZb,0,0,
4157,4158,"Millions wait for hours outside banks as India transitions to new currency notes

Long, snaking lines were seen https://t.co/dTw8nfqJtA",0,0,
4158,4159,"I liked a @YouTube video https://t.co/cjlgLhBaMs <ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship",0,0,
4159,4160,"India Oil Demand Shrinks 3rd Month Amid Demonetization Drag

https://t.co/ysaQyno3dU https://t.co/ZiP6dD8w5q",0,-2,
4160,4161,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest! - https://t.co/IIlBxijusN https://t.co/c2zZl1OFFA,0,-3,
4161,4162,"@NameFieldmt ""India is a poor country and not everyone is literate. One can not force digitization on the public."" https://t.co/20WTNr61nQ",0,-2,
4162,4163,@FirstpostBiz Benefits of demonetization <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,0,2,
4163,4164,I liked a @YouTube video https://t.co/uSCfT2qhui India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest!,0,-1,
4164,4165,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civi... https://t.co/24G2NiGDkP,0,-3,
4165,4166,@PMOIndia Sir demonetization killed 150+ poor Indian within 50 days not a single powerful person got arrested!! Y t https://t.co/5Xaqto3Z2P,0,-6,
4166,4167,"Increasing economic performance is pointless, if it puts the lives of the poorest at risk.
#demonetization
https://t.co/UoJFkrnjYW",0,-6,
4167,4168,"It's 44°C and they won't die,ask them to stand in queue to withdraw cash during demonetization all of a sudden they https://t.co/Sj7o2E80Mp",0,0,
4168,4169,"Demonetization, Digital Identity and UBI  How Big Ideas Are Changing India and What it Means for the World https://t.co/GH0JwyicKJ",0,1,
4169,4170,"India in PANIC MODE as Cash is Running Out! ... - https://t.co/GKxQTXzIxD

#earthsfinal321
#theendishere
#endtimes https://t.co/lL5fXV4Ax8",0,-3,
4170,4171,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest! https://t.co/5jP4VNWLtu,0,-3,
4171,4172,"The era post #demonetization in #India:
India's attempt to go cashless is turning food vouchers digital - Mashable https://t.co/Ff91iELpL4",0,0,
4172,4173,#India's attempt to go #cashless is turning food vouchers digital https://t.co/0aW8Zfnsjh #demonetization,0,0,
4173,4174,#India's attempt to go #cashless is turning food vouchers digital https://t.co/42UzmJAwwx #demonetization,0,0,
4174,4175,#India's attempt to go #cashless is turning food vouchers digital https://t.co/1SXDZrQwFc #demonetization,0,0,
4175,4176,https://t.co/30BiwU8Xd8 What are our Partners doing in India? Demonetization and Digital Vision - Cisco Blogs (bl https://t.co/AGWLtWae2O,0,1,
4176,4177,"The former chief statistician of India, Pronab Sen tells me that #Demonetization  has created new bad loans for... https://t.co/OrAvnNInCw",0,-3,
4177,4178,"The former chief statistician of India, Pronab Sen tells me that #Demonetization  has created new bad loans for https://t.co/Olr8R9Tckg",0,-3,
4178,4179,"@NewIndianXpress Actually Modi earned popularity all  over the World before Demonetization.BJP, RBI &amp; Banks worked https://t.co/8CV7oYVb8D",0,3,
4179,4180,India's attempt to go cashless is turning food https://t.co/4AcjU2F2xe #Demonetization #India #CorporateBusiness Add @iSocialMediaSea,0,0,
4180,4181,#India's attempt to go #cashless is turning food vouchers digital https://t.co/ZgFIfwlJvX #demonetization,0,0,
4181,4182,@CNNnews18 @DharaShukoh Still bickering on demonetization. Really Amazing ! Every so often an expiry dated award wa https://t.co/xgRGw3zpU0,0,7,
4182,4183,#India's attempt to go #cashless is turning food vouchers digital https://t.co/RpCwjS63bk #demonetization,0,0,
4183,4184,#India's attempt to go #cashless is turning food vouchers digital https://t.co/CIXIPn2tbB #demonetization,0,0,
4184,4185,India's attempt to go cashless is turning food vouchers digital https://t.co/uqa5690aBK #Demonetization #India https://t.co/6Xo1s2cX8G,0,0,
4185,4186,India's attempt to go cashless is turning food vouchers digital https://t.co/MSjE59TOhB #Demonetization #India https://t.co/KhXNcuFIxm,0,0,
4186,4187,India's attempt to go cashless is turning food vouchers digital https://t.co/xZCKflWiGQ #Demonetization #India https://t.co/jrJTl9cQMk,0,0,
4187,4188,India's attempt to go cashless is turning food vouchers digital https://t.co/VH2gqAzmgl #Demonetization #India https://t.co/VOAkJgtImB,0,0,
4188,4189,India's attempt to go cashless is turning food vouchers digital https://t.co/OCpdkVwUvQ #Demonetization https://t.co/42ZGRejCGn,0,0,
4189,4190,@gnanodayam money spent on farm loan comes back into economy immediately as spending.. what is it with 2%.. even fo https://t.co/ZQBlc100I9,0,0,
4190,4191,@knowkenny #KennySing4Me #dontbethatguy demonetization,0,0,
4191,4192,India's attempt to go cashless is turning food vouchers digital https://t.co/twtn6WgE9L #Demonetization #India https://t.co/Lzsr8BtuJc,0,0,
4192,4193,India's attempt to go cashless is turning food vouchers digital https://t.co/bw17pVIlkM #Demonetization #India https://t.co/h0pUD3aUVd,0,0,
4193,4194,India's attempt to go cashless is turning food vouchers digital https://t.co/uccDoxd7p2 #Demonetization #India https://t.co/wFUVVlnMK0,0,0,
4194,4195,India's attempt to go cashless is turning food vouchers digital https://t.co/QPd1vcX8nK #Demonetization #India https://t.co/dUCYQlM1uI,0,0,
4195,4196,@giniromet Has #Shri420 really become this poor after demonetization? This is pea nuts!,0,-5,
4196,4197,"@anuraggemini @bainjal Demonetization as bold wrong move resulted in no good. Surgical strike was not the 1 ever by Army, hope u know that!!",0,3,
4197,4198,@Fatboy_was_slim @Stupidosaur @Memeghnad @AnooBhu @sonunigam How are EVM and Aadhar 'necessary' is your life better https://t.co/Oe1OKrHwA7,0,2,
4198,4199,#DeMonetization Proved 2 Be Revolutionary Decision 4 #IndiaDefeatsBlackMoney #NewGujarat4NewIndia @narendramodi https://t.co/BD1TG1YH17,0,0,
4199,4200,"all those who forwarded you messages on WA that Realty rates will fall down due to #demonetization 
Slap them with Ready Reckoner 2017 book",0,0,
4200,4201,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest! https://t.co/S1TINQDAp2 #money #business #startups #mark,0,-3,
4201,4202,"New Update From Modi:Take a Picture of your income and Put dah picture as ur story ""@evanspiegel dah our post demonetization effect:')""",0,0,
4202,4203,@PMOIndia @narendramodi Thank you modiji for retweeting my tweet on demonetization jaihind  iam your humble foot soldier ready for any job,0,3,
4203,4204,"Airtel wants Internet device money in Cash around 5000, demonetization effect ??? nt ready to take even from Airtel Money...",0,0,
4204,4205,@MagnuRex going by state election trends slum &amp; poor voters may shift BJP as well but then demonetization wasn't se https://t.co/nhICCs0yMS,0,-2,
4205,4206,@DrunkenPeasants omg... what that demonetization have done?,0,0,
4206,4207,#NarendraModi has made the #demonetization to know who is actually the ''poor'' apart from that #Snapchat  is a shit who is judging us <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B2><U+00B0><ed><U+00A0><U+00BD><ed><U+00B2><U+00B0>,0,-6,
4207,4208,"I liked a @YouTube video https://t.co/ajW5rKvHM6 <ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship",0,0,
4208,4209,"@vijayshekhar I proposed paytm Labs they refused.I will go again.. ""Mr.Vijay Shekhar! will you be my demonetization?""CV sent at Paytm Labs.",0,-2,
4209,4210,"Read to know how digital payments have made way for easy, cashless and lawful money transfers post demonetization
https://t.co/pjvemNCH2W",0,1,
4210,4211,"#Snapchat CEO said #India is poor
We are so rich that PM #NarendraModi had to implement #demonetization to find out https://t.co/kqrUjWC8io",0,0,
4211,4212,@abpnewstv I thought all this has stopped post demonetization. Not possible!!,0,-1,
4212,4213,@seriousfunnyguy @DrGPradhan @RenukaJain6 same media at the time of demonetization went overboard questioning the p https://t.co/oaHihRcW7O,0,-1,
4213,4214,I think I got hit by YouTube's demonetization. Can anyone find an ad on any of my videos? Revenue has dropped to much lower levels,0,-1,
4214,4215,@steve_hanke We in India are more capable &amp; intelligent to benchmark success &amp; failures of our actions like https://t.co/nI0nEBjibS,0,5,
4215,4216,Demonetization Is Catalyzing Digital Payments Growth in India https://t.co/oXbIXRSJK3 #financialincluion,0,2,
4216,4217,"India Oil Demand Shrinks 3rd Month Amid Demonetization Drag

https://t.co/Js1wSajm0O https://t.co/4aL09Xom6C",0,-2,
4217,4218,"Early Lessons from Indias Demonetization Experiment

Read on https://t.co/js3vGz3Syh",0,0,
4218,4219,"@narendramodi 
Time to remove Reservation based on Caste. After demonetization:make it on financial based. then no one needs reservations.",0,-1,
4219,4220,@InvGurInd @narendramodi Did you realize-BJP has more large funds after demonetization ... The silence speaks for i https://t.co/rIDJYvNr8H,0,0,
4220,4221,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civi... https://t.co/CTNhALf0UW via @YouTube,0,-3,
4221,4222,"Dear Evan Spiegel Snapchat.
India s so rich that PM Narendra Modi had to implement demonetization to find out who s actually poor!
#Snapchat",0,2,
4222,4223,The Demonetization of YouTube is Fast Underway; Dissidents Will Be Silenced | Zero Hedge https://t.co/K2JfEMbv4N,0,0,
4223,4224,In our town.. Many Jains were caught during demonetization.. <ed><U+00A0><U+00BD><ed><U+00B8><U+0081> Rich defaulters.. <ed><U+00A0><U+00BD><ed><U+00B8><U+0081> I used to think Jains are seedhe https://t.co/G1Ejafrjuu,0,2,
4224,4225,The latest The Demonetization Daily! https://t.co/yvM7ytOmlq Thanks to @mithileshepfo @0276_Gaubert #cashless,0,2,
4225,4226,"Just a thought:
What if Rs. 2,000/- was demonetized in a couple of years?
Well, the first time demonetization hit... https://t.co/4a0DuC01mp",0,0,
4226,4227,https://t.co/dhPp8m1rDm India in PANIC MODE as Cash is Running Out! Demonetization Creating... https://t.co/RdN07iJUuJ,0,-3,
4227,4228,The recent incidents of demonetization in our country followed a state of pandemonium amongst the middle class... https://t.co/0JaR8Ppm4h,0,0,
4228,4229,I liked a @YouTube video https://t.co/DYMo5bfzz0 AIB : The Demonetization Circus,0,2,
4229,4230,Demonetization Impact was Short-lived: Tata Sponge MD https://t.co/yuVtv2Pwj8,0,0,
4230,4231,Demonetization:Utilitarian or Idle https://t.co/IPG0zkNQ1G via @wordpressdotcom,0,0,
4231,4232,Dear @evanspiegel India is so rich that PM @narendramodi had to implement demonetization to find out who is actually poor #boycottsnapchat,0,2,
4232,4233,Its An Opportune Time For Indian VCs #Demonetization #FinTech https://t.co/hzzQZ7hw0z https://t.co/ZpHcgmsMk1,0,0,
4233,4234,Its An Opportune Time For Indian VCs #Demonetization #FinTech https://t.co/cJFEDO1cAi https://t.co/NgV3bdP8CG,0,0,
4234,4235,"#Demonetization has created a massive #FinTech opportunity 
 @GiftsOfGab https://t.co/6uFcSkK2lv https://t.co/5SMhqN1HTU",0,2,
4235,4236,The Demonetization Effect on India https://t.co/4OpTrUUa2n,0,0,
4236,4237,@narendramodi Trust in His Decision of #DeMonetization received Overwhelming Support ofPeople #GujaratWelcomesPMModi https://t.co/KkSVRABG0M,0,3,
4237,4238,We were told that demonetization had dented Modi's popularity among industrialists in Surat. Images from yday show something else!,0,3,
4238,4239,"India Is In FULL PANIC MODE As Cash Is Running Out! 
Demonetization Is Creating Civil Unrest! https://t.co/awhmGvjIZy",0,-3,
4239,4240,@madmanweb @anitanairauthor Stone Pelleting was reduced after demonetization.It again started by Abdulla family to https://t.co/iFHabeBYCs,0,0,
4240,4241,"Dear @evanspiegel 
India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually poor!<ed><U+00A0><U+00BE><ed><U+00B4><U+0097>

#Snapchat",0,2,
4241,4242,"#Demonetization ke demon se daraane wali parties &amp; netas aaj kiske pallu mein mooh chupaa ke baithe hongey.
They re https://t.co/89CAClfRW8",0,0,
4242,4243,"When our Honorable Prime Minister announced the demonetization exercise, we all saw very interesting facets of... https://t.co/M0oen2tYxJ",0,2,
4243,4244,I was told that stone pelting in Kashmir had stopped due to demonetization! #DeMonetisation #Demonetization,0,-1,
4244,4245,"@scroll_in Changed tone. Why? ""World Bank downgrades India's growth forecast after demonetisation"" https://t.co/NmIGxURKJm #demonetization",0,2,
4245,4246,@narendramodi demonetization is very good thought for step forwards to development but common ppl suffered alot plz provide #ATM centers,0,1,
4246,4247,"<ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship https://t.co/z0vAMb1wdY via @YouTube",0,-2,
4247,4248,"<ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship@POTUS @realDonaldTrump  https://t.co/7XrSZBOBGB",0,-2,
